T24,CO2 emission estimates,,,,,
292,Gibraltar,1985,Emissions per capita (metric tons of carbon dioxide),3.2180,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
292,Gibraltar,1995,Emissions per capita (metric tons of carbon dioxide),9.6830,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
292,Gibraltar,2005,Emissions per capita (metric tons of carbon dioxide),13.0860,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
292,Gibraltar,2010,Emissions per capita (metric tons of carbon dioxide),15.2970,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
292,Gibraltar,2015,Emissions per capita (metric tons of carbon dioxide),17.3420,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
292,Gibraltar,2016,Emissions per capita (metric tons of carbon dioxide),18.9910,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
292,Gibraltar,2017,Emissions per capita (metric tons of carbon dioxide),20.7030,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,1975,Emissions (thousand metric tons of carbon dioxide),34099.7170,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,1985,Emissions (thousand metric tons of carbon dioxide),54479.9010,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,1995,Emissions (thousand metric tons of carbon dioxide),76478.4850,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,2005,Emissions (thousand metric tons of carbon dioxide),95156.3240,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,2010,Emissions (thousand metric tons of carbon dioxide),83369.4700,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,2015,Emissions (thousand metric tons of carbon dioxide),64543.2180,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,2016,Emissions (thousand metric tons of carbon dioxide),63076.6230,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,2017,Emissions (thousand metric tons of carbon dioxide),63213.3100,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,1975,Emissions per capita (metric tons of carbon dioxide),3.7310,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,1985,Emissions per capita (metric tons of carbon dioxide),5.4280,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,1995,Emissions per capita (metric tons of carbon dioxide),7.2410,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,2005,Emissions per capita (metric tons of carbon dioxide),8.6610,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,2010,Emissions per capita (metric tons of carbon dioxide),7.4970,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,2015,Emissions per capita (metric tons of carbon dioxide),5.9650,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,2016,Emissions per capita (metric tons of carbon dioxide),5.8530,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
300,Greece,2017,Emissions per capita (metric tons of carbon dioxide),5.8780,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,1975,Emissions (thousand metric tons of carbon dioxide),3015.6860,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,1985,Emissions (thousand metric tons of carbon dioxide),3183.8130,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,1995,Emissions (thousand metric tons of carbon dioxide),5858.9900,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,2005,Emissions (thousand metric tons of carbon dioxide),10621.5970,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,2010,Emissions (thousand metric tons of carbon dioxide),10272.7030,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,2015,Emissions (thousand metric tons of carbon dioxide),15164.3760,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,2016,Emissions (thousand metric tons of carbon dioxide),16261.1350,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,2017,Emissions (thousand metric tons of carbon dioxide),15703.1610,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,1975,Emissions per capita (metric tons of carbon dioxide),0.4690,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,1985,Emissions per capita (metric tons of carbon dioxide),0.3860,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,1995,Emissions per capita (metric tons of carbon dioxide),0.5630,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,2005,Emissions per capita (metric tons of carbon dioxide),0.8110,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,2010,Emissions per capita (metric tons of carbon dioxide),0.7020,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,2015,Emissions per capita (metric tons of carbon dioxide),0.9330,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,2016,Emissions per capita (metric tons of carbon dioxide),0.9810,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
320,Guatemala,2017,Emissions per capita (metric tons of carbon dioxide),0.9280,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,1975,Emissions (thousand metric tons of carbon dioxide),412.8440,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,1985,Emissions (thousand metric tons of carbon dioxide),796.1370,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,1995,Emissions (thousand metric tons of carbon dioxide),902.3230,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,2005,Emissions (thousand metric tons of carbon dioxide),1980.9920,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,2010,Emissions (thousand metric tons of carbon dioxide),2095.1440,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,2015,Emissions (thousand metric tons of carbon dioxide),3208.9330,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,2016,Emissions (thousand metric tons of carbon dioxide),3250.0790,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,2017,Emissions (thousand metric tons of carbon dioxide),3293.1250,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,1975,Emissions per capita (metric tons of carbon dioxide),0.0800,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,1985,Emissions per capita (metric tons of carbon dioxide),0.1250,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,1995,Emissions per capita (metric tons of carbon dioxide),0.1150,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,2005,Emissions per capita (metric tons of carbon dioxide),0.2140,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,2010,Emissions per capita (metric tons of carbon dioxide),0.2100,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,2015,Emissions per capita (metric tons of carbon dioxide),0.3000,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,2016,Emissions per capita (metric tons of carbon dioxide),0.3000,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
332,Haiti,2017,Emissions per capita (metric tons of carbon dioxide),0.3000,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
340,Honduras,1975,Emissions (thousand metric tons of carbon dioxide),1327.9710,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
340,Honduras,1985,Emissions (thousand metric tons of carbon dioxide),1671.5820,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
340,Honduras,1995,Emissions (thousand metric tons of carbon dioxide),3575.3920,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
340,Honduras,2005,Emissions (thousand metric tons of carbon dioxide),7192.7370,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
340,Honduras,2010,Emissions (thousand metric tons of carbon dioxide),7535.4440,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
340,Honduras,2015,Emissions (thousand metric tons of carbon dioxide),9558.5520,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
340,Honduras,2016,Emissions (thousand metric tons of carbon dioxide),9132.1710,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
